CustomerID,Name,Gender,Age,Location,SignUpDate,LastLoginDate,TotalSpend,NoOfOrders,PreferredCategory,PaymentMethod,DeviceUsed,RatingGiven,IsPremiumMember
CUST1421,Maria Jones,Female,39,Juliehaven,2023-10-20,2025-04-21,10758,14,Beauty,Cash on Delivery,Desktop,1,Yes
CUST1422,Michael Mitchell,Male,45,Gutierrezburgh,2023-02-01,2025-04-21,16544,14,Books,Debit Card,Desktop,5,No
CUST1423,Mary Escobar,Female,37,East Jessicaview,2022-06-13,2025-05-08,29911,20,Electronics,Cash on Delivery,Tablet,4,No
CUST1424,Felicia Aguilar,Male,50,East Garrettville,2024-08-27,2025-04-20,5969,10,Electronics,Debit Card,Tablet,4,No
CUST1425,Gregory Ponce,Female,27,North Sharonfort,2023-10-02,2025-05-07,29354,13,Beauty,Credit Card,Mobile,4,No
CUST1426,Jenna Larson,Male,57,North Kellihaven,2022-07-11,2025-05-06,6756,7,Books,Debit Card,Tablet,4,Yes
CUST1427,Emily Bennett,Female,49,North Joseberg,2024-04-28,2025-04-20,11220,11,Clothing,Debit Card,Mobile,3,Yes
CUST1428,Robin Santiago,Male,50,Lake Sarahfurt,2025-02-28,2025-05-08,34437,17,Beauty,Net Banking,Tablet,4,No
CUST1429,Nancy Jennings,Male,19,Jeromeport,2024-02-29,2025-05-09,34098,12,Books,Cash on Delivery,Mobile,1,No
CUST1430,Maria Henderson,Male,50,Simsberg,2024-10-12,2025-04-19,2151,6,Electronics,Debit Card,Desktop,4,No
CUST1431,Jack White,Female,50,North Austin,2024-07-21,2025-04-24,19694,9,Books,Credit Card,Tablet,4,Yes
CUST1432,Travis Tucker,Female,58,Michellemouth,2024-02-27,2025-05-06,25551,15,Electronics,Wallet,Mobile,4,No
CUST1433,Chad Jones,Male,30,Mcdonaldside,2023-07-02,2025-05-06,27886,11,Beauty,Debit Card,Tablet,3,No
CUST1434,Ashley Wise,Male,47,Amyberg,2022-06-14,2025-04-15,10018,11,Beauty,Cash on Delivery,Desktop,3,No
CUST1435,Sophia Johnson,Female,50,New Carla,2025-04-29,2025-04-21,46526,12,Home,Net Banking,Mobile,4,No
CUST1436,Ralph Anderson,Male,30,Millsside,2024-05-12,2025-05-11,16684,11,Home,Credit Card,Tablet,4,Yes
CUST1437,Christopher Guerra,Female,43,Reginafort,2024-11-12,2025-05-01,34287,4,Home,Net Banking,Tablet,5,Yes
CUST1438,Rhonda Martin,Female,39,Port Christopher,2022-06-17,2025-04-19,22121,15,Beauty,Wallet,Desktop,3,No
CUST1439,Jason Rhodes,Male,56,Michaelview,2023-09-17,2025-05-13,10528,7,Clothing,Debit Card,Desktop,4,No
CUST1440,Jeremy Mitchell,Male,19,West Alex,2023-12-21,2025-05-03,12948,11,Beauty,Debit Card,Mobile,4,Yes
CUST1441,Joann Ferguson,Other,55,West Justin,2024-10-16,2025-04-19,45753,9,Books,Cash on Delivery,Tablet,5,No
CUST1442,Robert Harrison,Male,56,Lake Sandrafort,2024-01-10,2025-04-19,34551,14,Beauty,Debit Card,Tablet,4,Yes
CUST1443,Holly Valentine,Male,43,Albertchester,2023-09-26,2025-05-01,30947,7,Beauty,Credit Card,Desktop,4,Yes
CUST1444,Mrs. Diane Reyes,Female,63,Carlatown,2024-10-19,2025-05-11,18894,12,Electronics,Wallet,Desktop,4,No
CUST1445,Tracy Montoya,Female,32,Jacobside,2022-10-12,2025-04-28,35001,13,Electronics,Net Banking,Mobile,4,Yes
CUST1446,Brenda Wright,Other,51,Fosterburgh,2024-06-10,2025-04-15,30754,8,Electronics,Wallet,Tablet,,No
CUST1447,Shelly Spencer,Female,59,Claytonbury,2022-10-16,2025-05-09,19009,9,Beauty,Debit Card,Tablet,1,No
CUST1448,Ryan Rosales,Male,61,Christianbury,2025-04-21,2025-04-21,49498,15,Clothing,Net Banking,Mobile,1,Yes
CUST1449,Phillip Nelson,Male,57,Justinside,2025-03-27,2025-04-19,14972,10,Books,Cash on Delivery,Mobile,5,Yes
CUST1450,Brittany Kim,Female,28,Robertland,2023-03-29,2025-05-02,46157,9,Books,Wallet,Desktop,4,No
CUST1451,Courtney Hayes,Female,20,East Keith,2023-10-17,2025-04-28,3971,10,Clothing,Net Banking,Desktop,4,Yes
CUST1452,Alexander Brown,Male,23,Williamsonview,2024-06-23,2025-05-02,42296,16,Clothing,Net Banking,Mobile,3,No
CUST1453,Cynthia Vang,Female,26,Lopeztown,2024-07-03,2025-04-28,30768,9,Books,Net Banking,Mobile,1,No
CUST1454,Alfred Galvan,Male,23,North Tara,2025-03-15,2025-04-28,8829,5,Home,Credit Card,Tablet,4,No
CUST1455,Marie Moody,Female,26,East Teresaport,2023-10-23,2025-05-07,35365,6,Electronics,Wallet,Mobile,4,No
CUST1456,Dustin Gallegos,Male,56,Davidmouth,2023-01-27,2025-04-15,47350,11,Electronics,Net Banking,Mobile,3,Yes
CUST1457,Brenda Thornton,Male,48,East Christophertown,2024-12-24,2025-04-20,47198,9,Books,Wallet,Tablet,3,Yes
CUST1458,Aaron Miller,Male,49,Robinsonchester,2023-08-22,2025-04-20,28772,13,Clothing,Net Banking,Mobile,5,Yes
CUST1459,Ruben Dunn,Male,58,Kristifort,2023-11-29,2025-05-12,43345,12,Home,Cash on Delivery,Desktop,1,No
CUST1460,Kelsey Rodriguez,Male,29,Steventon,2024-03-21,2025-05-04,6897,6,Books,Cash on Delivery,Desktop,5,No
CUST1461,Eric Williams,Female,25,Christopherberg,2023-03-23,2025-04-16,32873,13,Electronics,Cash on Delivery,Tablet,3,Yes
CUST1462,Riley Bryant,Female,25,West Kimberlyland,2024-06-23,2025-04-28,36025,8,Beauty,Debit Card,Mobile,4,Yes
CUST1463,Taylor Carlson,Female,45,Whiteview,2025-01-25,2025-04-27,25070,9,Clothing,Net Banking,Desktop,5,No
CUST1464,Jose Allen,Other,37,Claytonville,2022-09-08,2025-04-24,18784,8,Beauty,Debit Card,Desktop,4,No
CUST1465,Jeffrey Mendez,Male,64,South Kelsey,2024-08-23,2025-04-22,19494,7,Books,Wallet,Desktop,3,No
CUST1466,Jason Beck,Male,24,Wrightton,2023-04-11,2025-05-07,23784,12,Electronics,Debit Card,Desktop,4,No
CUST1467,William Jones,Female,28,South Jill,2023-08-03,2025-04-14,18333,3,Home,Wallet,Mobile,3,No
CUST1468,Katie Mcneil,Male,37,New Elizabethborough,2023-06-29,2025-04-19,25622,11,Beauty,Wallet,Mobile,3,No
CUST1469,Jeanette Harrison,Other,33,Priceport,2022-07-26,2025-05-10,5517,16,Home,Wallet,Mobile,,No
CUST1470,Veronica King,Male,21,Ericton,2023-08-18,2025-04-30,16870,10,Electronics,Debit Card,Mobile,4,No
CUST1471,Richard Cooper,Other,23,West Timothyport,2024-10-20,2025-04-17,29752,11,Beauty,Net Banking,Desktop,4,No
CUST1472,Lori Ingram,Male,39,West Paige,2024-01-28,2025-04-16,8499,12,Home,Debit Card,Tablet,3,Yes
CUST1473,Evelyn Williams,Female,43,North Joel,2023-04-29,2025-05-04,22936,6,Home,Net Banking,Tablet,1,Yes
CUST1474,Robin Thompson,Female,20,Nguyenburgh,2025-01-08,2025-05-07,43463,9,Beauty,Net Banking,Desktop,1,No
CUST1475,Julie Dominguez,Other,58,Brendafurt,2022-10-03,2025-05-11,2596,13,Electronics,Wallet,Desktop,4,No
CUST1476,Robin Brown,Male,59,North Tanya,2024-10-28,2025-04-29,48701,12,Home,Debit Card,Tablet,4,No
CUST1477,Judith Carter,Female,31,Barkerberg,2022-10-08,2025-05-11,25779,14,Books,Net Banking,Tablet,4,Yes
CUST1478,Curtis Williams,Other,28,Kellibury,2024-11-18,2025-05-05,43863,12,Beauty,Cash on Delivery,Desktop,5,No
CUST1479,Kaylee Hays,Female,35,South Christopher,2023-10-19,2025-04-30,49209,6,Clothing,Net Banking,Desktop,1,No
CUST1480,Dawn Mullins,Female,29,Sarahton,2023-07-12,2025-05-02,26701,10,Clothing,Cash on Delivery,Mobile,3,Yes
CUST1481,Howard Norman,Female,40,West Deannaside,2022-08-26,2025-05-07,20215,15,Electronics,Debit Card,Mobile,2,No
CUST1482,Evelyn Martinez,Male,29,East Tonymouth,2024-10-09,2025-05-13,29809,11,Books,Debit Card,Tablet,3,No
CUST1483,Steve Paul,Female,30,Lindamouth,2024-08-15,2025-04-20,15578,9,Home,Debit Card,Desktop,1,No
CUST1484,Jasmine Beltran,Female,42,North Hannah,2024-05-21,2025-04-20,5605,15,Clothing,Net Banking,Tablet,,No
CUST1485,Jonathan Glass MD,Female,62,Jenniferview,2024-03-07,2025-05-08,29812,12,Electronics,Credit Card,Mobile,2,No
CUST1486,Monica Miller,Male,36,South Jasmineside,2023-04-04,2025-05-06,3339,10,Books,Net Banking,Mobile,5,No
CUST1487,Samantha Gardner,Male,63,Amyfort,2023-11-04,2025-05-05,3884,11,Books,Net Banking,Tablet,3,No
CUST1488,Bobby Guerrero,Female,53,New Jacob,2022-09-10,2025-05-05,44119,11,Electronics,Wallet,Mobile,,No
CUST1489,Lance Simmons,Female,62,Mariomouth,2025-02-19,2025-04-21,43321,7,Electronics,Wallet,Desktop,4,No
CUST1490,Heather Williams,Male,25,Mikaylaside,2023-08-25,2025-04-29,13993,10,Home,Net Banking,Tablet,5,No
CUST1491,Heather Bolton,Female,46,North Amanda,2024-07-05,2025-04-18,17569,8,Electronics,Cash on Delivery,Desktop,1,Yes
CUST1492,William Gould,Male,49,Phillipsview,2023-08-22,2025-05-03,47407,13,Home,Wallet,Desktop,4,No
CUST1493,Mark Cox,Male,61,Shawnhaven,2024-03-16,2025-05-02,8031,12,Home,Net Banking,Mobile,5,No
CUST1494,Meghan Cisneros,Male,35,Grosstown,2025-03-09,2025-04-25,37551,13,Beauty,Credit Card,Desktop,2,No
CUST1495,Lawrence Harrington,Male,23,Kimberlybury,2024-08-29,2025-05-03,8236,9,Books,Cash on Delivery,Tablet,1,No
CUST1496,Austin Osborne,Female,35,Jenniferside,2023-09-12,2025-04-30,8210,10,Books,Debit Card,Desktop,3,Yes
CUST1497,James Bradley,Male,36,Leefort,2023-03-20,2025-05-10,2119,13,Books,Net Banking,Desktop,5,No
CUST1498,Meghan Rush,Other,39,New Justin,2024-02-16,2025-04-16,14475,11,Beauty,Net Banking,Desktop,4,Yes
CUST1499,Phillip Berry,Other,54,Davidsonville,2024-01-28,2025-05-05,46103,12,Home,Cash on Delivery,Desktop,4,Yes
CUST1500,Jennifer Banks,Female,49,New Donnaton,2023-06-08,2025-04-27,23752,13,Home,Wallet,Desktop,2,No
CUST1501,Brian Fitzgerald,Female,58,East Morgan,2025-01-08,2025-04-18,15761,11,Electronics,Wallet,Mobile,1,Yes
CUST1502,Mr. Justin Green III,Male,20,North Todd,2024-07-22,2025-04-22,1931,13,Beauty,Wallet,Tablet,5,No
CUST1503,Zachary Mitchell,Female,45,North Ashleyfurt,2024-04-17,2025-04-15,9567,8,Electronics,Debit Card,Mobile,1,No
CUST1504,Katherine Martinez,Female,27,Foxshire,2025-03-22,2025-05-11,37981,12,Beauty,Cash on Delivery,Tablet,4,No
CUST1505,Jodi Roach,Male,52,Brandonbury,2024-09-10,2025-04-28,27537,7,Electronics,Cash on Delivery,Tablet,5,No
CUST1506,Brandon Fleming,Female,46,North Sarahborough,2023-02-18,2025-05-11,10057,11,Clothing,Wallet,Tablet,2,Yes
CUST1507,Emma Reed,Female,32,Hebertland,2022-06-11,2025-04-20,9935,7,Books,Wallet,Tablet,4,Yes
CUST1508,Joshua Vance,Female,50,Owenton,2025-01-13,2025-05-11,38266,16,Books,Credit Card,Tablet,1,No
CUST1509,Michelle Ho,Female,24,Angelachester,2025-05-10,2025-04-18,662,8,Home,Credit Card,Desktop,4,No
CUST1510,Rebecca Hicks,Female,29,Lauraton,2024-07-23,2025-04-23,35242,9,Clothing,Net Banking,Mobile,2,No
CUST1511,Curtis Taylor,Male,47,Allisonland,2023-02-27,2025-05-10,20175,8,Books,Net Banking,Mobile,4,No
CUST1512,Allison Spencer,Female,38,Christianborough,2024-10-26,2025-05-12,8961,8,Home,Cash on Delivery,Desktop,3,Yes
CUST1513,Robert Arnold,Female,48,North Jessicaside,2024-06-27,2025-04-16,17515,8,Clothing,Cash on Delivery,Tablet,3,No
CUST1514,Angelica Parker,Male,41,Lopezhaven,2023-04-09,2025-05-11,33091,11,Books,Debit Card,Mobile,4,No
CUST1515,Dr. Kelly Hammond DVM,Male,37,New Colleen,2025-03-05,2025-05-09,28547,11,Electronics,Debit Card,Desktop,2,Yes
CUST1516,William Day,Male,54,New Kara,2024-05-08,2025-04-23,35282,8,Beauty,Credit Card,Desktop,4,Yes
CUST1517,Michael Cooper,Female,21,Reeseshire,2023-07-04,2025-05-07,10333,11,Clothing,Net Banking,Mobile,3,Yes
CUST1518,Penny Bowman,Other,45,Emilychester,2025-01-28,2025-05-08,8396,8,Home,Credit Card,Mobile,4,Yes
CUST1519,Vincent Reynolds,Male,61,East Lauraside,2024-08-18,2025-04-14,33472,12,Clothing,Credit Card,Tablet,2,No
CUST1520,Amy Martinez,Female,37,Wagnerburgh,2024-12-23,2025-04-19,42300,8,Home,Net Banking,Tablet,4,Yes
CUST1521,Christopher Morris,Male,41,Mahoneymouth,2024-03-17,2025-05-09,31008,13,Clothing,Debit Card,Mobile,2,Yes
CUST1522,Hannah Everett,Other,49,Meganchester,2024-10-09,2025-04-22,5847,6,Home,Net Banking,Tablet,3,Yes
CUST1523,Sarah King,Female,58,Mckenziemouth,2025-01-11,2025-04-14,30814,14,Books,Wallet,Desktop,2,No
CUST1524,Krista Martinez,Female,53,New Amy,2022-08-15,2025-04-27,3143,9,Electronics,Wallet,Tablet,4,No
CUST1525,Joseph Shaw,Male,51,Cannonview,2024-08-02,2025-04-23,41285,6,Books,Wallet,Tablet,3,Yes
CUST1526,Todd Moore,Male,53,Suzannemouth,2023-03-21,2025-04-25,19181,12,Electronics,Cash on Delivery,Desktop,5,No
CUST1527,Michelle Jacobs,Male,19,Smithton,2023-11-30,2025-05-12,38828,8,Books,Debit Card,Tablet,5,Yes
CUST1528,Kristy Bryan,Male,32,Caitlinhaven,2024-05-01,2025-05-05,16392,15,Books,Debit Card,Desktop,2,No
CUST1529,Angel May,Female,51,West Adam,2022-12-29,2025-04-18,47799,15,Clothing,Cash on Delivery,Tablet,4,Yes
CUST1530,Marilyn Wang,Female,53,East Melissa,2023-05-22,2025-05-09,17573,8,Beauty,Credit Card,Mobile,1,No
CUST1531,Mark Jimenez,Other,23,Port Lynnview,2023-01-02,2025-05-13,37268,8,Home,Wallet,Tablet,3,No
CUST1532,Donna Frye,Other,56,North Benjamin,2025-04-12,2025-04-29,31182,16,Home,Wallet,Mobile,4,No
CUST1533,Dr. Michael Evans,Female,59,Ericview,2023-08-23,2025-05-03,32762,10,Home,Credit Card,Mobile,4,Yes
CUST1534,Anthony Gonzales,Female,29,Pamelabury,2024-03-20,2025-05-12,31858,7,Electronics,Net Banking,Mobile,4,No
CUST1535,Mr. Lawrence Edwards,Female,20,West Lisa,2024-02-10,2025-04-16,14789,14,Home,Net Banking,Mobile,3,No
CUST1536,Morgan Valencia,Female,62,New Ricardoborough,2023-09-21,2025-05-07,8427,13,Home,Debit Card,Mobile,3,Yes
CUST1537,Bianca Wood,Male,35,Lake Markfort,2022-08-22,2025-04-15,48830,8,Clothing,Cash on Delivery,Desktop,2,No
CUST1538,Emma Owens,Male,57,South Margaret,2025-01-22,2025-04-30,1671,9,Books,Debit Card,Desktop,4,Yes
CUST1539,David Davis,Male,38,New Dawnton,2023-03-26,2025-05-05,12418,16,Home,Net Banking,Desktop,4,Yes
CUST1540,James Gilbert,Female,32,Millerton,2024-02-13,2025-04-22,42403,6,Beauty,Credit Card,Mobile,4,Yes
CUST1541,Sean Moore,Female,50,Michaelchester,2023-07-02,2025-05-04,39610,17,Home,Debit Card,Tablet,2,No
CUST1542,Kenneth Edwards,Male,52,Conradville,2023-08-02,2025-04-15,12429,12,Electronics,Wallet,Desktop,3,No
CUST1543,Kathleen Robertson,Female,43,Lake Denise,2025-02-10,2025-05-09,3039,11,Electronics,Wallet,Tablet,3,No
CUST1544,Mr. Alexander Landry MD,Female,25,Lake Kimberlyfurt,2023-01-18,2025-04-29,37227,9,Electronics,Credit Card,Tablet,1,Yes
CUST1545,Cindy Gomez,Male,53,West Alicemouth,2023-06-16,2025-05-02,46451,7,Home,Net Banking,Mobile,3,No
CUST1546,Johnny Khan,Male,47,West Wayne,2025-04-14,2025-04-26,23169,11,Clothing,Wallet,Mobile,5,Yes
CUST1547,Julie Herrera,Female,40,East Brent,2024-12-02,2025-04-18,5932,14,Beauty,Wallet,Mobile,5,No
CUST1548,Jessica Khan,Female,59,Maddoxshire,2023-05-15,2025-04-19,21144,12,Home,Cash on Delivery,Desktop,4,No
CUST1549,Pamela Diaz,Female,61,East Ryanfurt,2024-02-03,2025-04-18,19245,5,Clothing,Debit Card,Mobile,3,Yes
CUST1550,Kelly Lee,Female,31,East Matthew,2023-05-19,2025-05-10,28728,13,Clothing,Net Banking,Desktop,1,No
CUST1551,Angel Gordon,Female,31,Duncanton,2022-11-06,2025-04-22,35021,4,Home,Debit Card,Desktop,5,No
CUST1552,Diana Hays,Female,19,Bakerfurt,2023-01-01,2025-04-27,32203,5,Home,Net Banking,Desktop,1,No
CUST1553,Barbara Hester,Female,54,Ayalaberg,2023-03-08,2025-04-20,27428,11,Clothing,Wallet,Desktop,5,No
CUST1554,Robert Morgan,Female,22,South Anita,2022-06-26,2025-04-22,18822,9,Clothing,Cash on Delivery,Mobile,3,No
CUST1555,Nicole Gonzalez,Male,55,Fostershire,2023-05-30,2025-04-26,22860,7,Clothing,Debit Card,Desktop,3,No
CUST1556,Kathryn Williams,Male,62,New Christina,2023-09-08,2025-04-18,29555,5,Home,Wallet,Mobile,5,No
CUST1557,Gary Wells,Male,58,East Charles,2024-05-04,2025-04-21,43391,10,Clothing,Net Banking,Mobile,1,Yes
CUST1558,Larry Robertson,Female,64,Morrisshire,2024-06-06,2025-04-28,16876,6,Electronics,Debit Card,Desktop,4,No
CUST1559,Louis Martin,Female,31,North Emilychester,2024-09-29,2025-05-03,7088,13,Home,Debit Card,Mobile,4,No
CUST1560,Nancy Evans MD,Female,56,Michaelmouth,2024-03-21,2025-04-22,25500,9,Electronics,Wallet,Tablet,2,Yes
CUST1561,Kim Erickson,Male,42,Brittneytown,2024-02-28,2025-04-16,6804,11,Books,Debit Card,Mobile,3,Yes
CUST1562,Robert Richardson,Male,37,Garystad,2025-02-11,2025-05-13,7845,6,Home,Cash on Delivery,Mobile,4,No
CUST1563,Veronica Silva,Male,19,Hansonmouth,2022-07-10,2025-04-29,29800,8,Books,Cash on Delivery,Desktop,4,No
CUST1564,Molly Watts,Male,56,Port Jesusstad,2023-03-23,2025-04-22,24759,4,Clothing,Wallet,Desktop,1,No
CUST1565,John Coffey,Female,23,Port Jessica,2023-01-16,2025-04-15,25970,8,Clothing,Net Banking,Mobile,5,Yes
CUST1566,Paula Lane,Male,34,North Jodibury,2023-07-11,2025-04-16,23517,11,Beauty,Wallet,Desktop,2,No
CUST1567,Lauren Jackson,Male,42,Port Marissa,2022-12-11,2025-04-28,15852,14,Clothing,Cash on Delivery,Tablet,2,Yes
CUST1568,Lisa Randall,Female,45,Alexanderville,2022-06-28,2025-05-02,33865,7,Books,Credit Card,Tablet,3,No
CUST1569,Michael Johnson,Male,19,Shannontown,2023-06-19,2025-04-18,19946,13,Clothing,Credit Card,Desktop,1,No
CUST1570,Ashley Smith,Female,52,Jasonside,2023-07-19,2025-04-29,2836,12,Home,Debit Card,Mobile,2,Yes
CUST1571,Christian Vaughn,Female,54,East Amy,2025-03-02,2025-04-20,10379,7,Clothing,Debit Card,Tablet,,No
CUST1572,Reginald Knapp,Male,22,Anaberg,2024-09-15,2025-05-04,32816,16,Beauty,Credit Card,Tablet,3,No
CUST1573,Nancy Brown,Female,18,South Brandyhaven,2023-02-11,2025-04-29,33840,8,Clothing,Cash on Delivery,Mobile,2,No
CUST1574,Daniel Nguyen,Female,57,West Georgeport,2025-02-07,2025-04-26,8021,9,Books,Debit Card,Desktop,2,No
CUST1575,Kelly Edwards,Female,29,Port Heather,2022-07-18,2025-05-02,6671,10,Books,Wallet,Tablet,4,No
CUST1576,Thomas Peterson,Male,53,Briantown,2024-06-06,2025-04-19,23981,8,Clothing,Wallet,Mobile,5,No
CUST1577,Raymond Le,Female,62,South Donnastad,2022-06-13,2025-04-16,18974,8,Books,Cash on Delivery,Mobile,3,Yes
CUST1578,Melissa Bishop,Female,40,North Kellyfurt,2022-08-07,2025-04-23,47260,6,Books,Debit Card,Tablet,1,Yes
CUST1579,David Grant,Male,64,South William,2022-09-21,2025-04-25,45129,10,Beauty,Wallet,Desktop,2,Yes
CUST1580,William Evans,Male,48,West Toddside,2023-09-13,2025-05-12,45732,5,Home,Debit Card,Tablet,1,No
CUST1581,Daniel Bush,Other,28,East Jamesmouth,2024-12-03,2025-05-12,21508,19,Beauty,Debit Card,Mobile,2,No
CUST1582,Gregory Peck,Female,27,North Johnhaven,2023-08-19,2025-04-25,2133,8,Electronics,Wallet,Tablet,3,No
CUST1583,Denise Martinez,Male,20,Matthewfurt,2022-08-20,2025-05-07,12985,9,Beauty,Credit Card,Desktop,2,No
CUST1584,Jamie Baird,Female,31,North Michael,2024-02-05,2025-05-08,44117,8,Clothing,Wallet,Mobile,4,No
CUST1585,Tina Ballard,Male,33,Michaelport,2023-11-29,2025-05-08,4148,8,Home,Cash on Delivery,Desktop,3,No
CUST1586,Dwayne Klein,Male,27,New Joshua,2025-03-22,2025-05-02,48445,13,Clothing,Net Banking,Tablet,5,No
CUST1587,Jeremy Scott,Male,46,Lake Jonathanfurt,2025-02-28,2025-04-19,13640,9,Electronics,Wallet,Tablet,5,No
CUST1588,Dale Ryan,Male,27,New Stacybury,2022-10-01,2025-04-27,18421,11,Home,Debit Card,Desktop,4,No
CUST1589,Melissa Taylor,Male,29,West Penny,2024-01-20,2025-04-16,14857,16,Books,Debit Card,Tablet,3,Yes
CUST1590,Laurie Sanchez,Male,47,North Jessica,2022-12-18,2025-04-29,46636,10,Beauty,Wallet,Desktop,3,No
CUST1591,Kiara Little,Female,58,South John,2023-05-15,2025-05-06,3637,7,Clothing,Net Banking,Tablet,3,Yes
CUST1592,Jason Love,Male,18,South Tara,2022-11-03,2025-05-10,597,8,Electronics,Wallet,Desktop,4,Yes
CUST1593,Randy Smith,Male,22,Shaneberg,2024-10-16,2025-05-03,11907,11,Books,Net Banking,Desktop,3,No
CUST1594,Tanya Russell,Female,37,Lake Dillon,2024-06-29,2025-04-17,31075,12,Beauty,Net Banking,Mobile,5,No
CUST1595,Sherry Woods,Male,25,Port Devin,2022-11-17,2025-05-07,13222,8,Books,Cash on Delivery,Mobile,5,No
CUST1596,Victor Morris,Female,60,South Wendy,2024-08-01,2025-04-15,13424,13,Beauty,Debit Card,Desktop,3,No
CUST1597,Susan Davis,Male,29,Lake Sarah,2025-03-10,2025-05-03,4250,6,Home,Debit Card,Tablet,4,No
CUST1598,Kimberly Sharp,Male,18,West Carlos,2024-10-31,2025-04-25,28233,11,Books,Net Banking,Tablet,1,Yes
CUST1599,Susan Thompson,Male,37,East Lonnieberg,2024-08-06,2025-04-14,9035,7,Books,Debit Card,Tablet,2,No
CUST1600,Casey Gillespie,Male,45,Port Lucaschester,2023-06-09,2025-04-27,24987,9,Books,Credit Card,Desktop,3,No
CUST1601,Jennifer Simpson DVM,Male,60,Turnerview,2024-06-23,2025-05-10,31151,7,Home,Net Banking,Desktop,2,No
CUST1602,Tammy Mcdowell,Male,54,Port Jacob,2022-10-01,2025-05-12,5166,15,Electronics,Debit Card,Desktop,5,No
CUST1603,Keith Rodriguez,Male,64,East Anthony,2023-05-18,2025-04-18,49277,13,Beauty,Credit Card,Desktop,2,No
CUST1604,Mrs. Virginia Daniels,Male,54,Catherinebury,2024-11-30,2025-04-25,17494,11,Books,Cash on Delivery,Mobile,3,Yes
CUST1605,Todd Rosales MD,Male,29,East Grace,2022-11-19,2025-05-10,2227,12,Home,Debit Card,Desktop,4,No
CUST1606,Brian Martin,Male,54,Christopherfort,2023-09-12,2025-04-20,35122,13,Electronics,Credit Card,Tablet,4,No
CUST1607,David Lopez,Male,61,New Meghan,2023-10-07,2025-04-28,11300,6,Beauty,Wallet,Mobile,3,No
CUST1608,Rachel Bradley,Female,45,Josephstad,2024-11-06,2025-05-11,38323,4,Home,Wallet,Tablet,5,Yes
CUST1609,Casey Chase,Female,64,Port Paul,2024-01-09,2025-05-03,43539,8,Beauty,Credit Card,Desktop,4,No
CUST1610,Samantha Robertson,Male,32,Taylorborough,2023-05-15,2025-05-05,19208,8,Books,Net Banking,Mobile,3,No
CUST1611,Michael Lopez,Female,23,North Ricky,2024-02-29,2025-04-18,13319,7,Electronics,Net Banking,Desktop,1,Yes
CUST1612,Franklin Wright,Female,61,West Stephaniebury,2023-04-17,2025-05-08,9869,13,Home,Debit Card,Mobile,3,No
CUST1613,David Molina,Male,37,Port James,2022-12-24,2025-04-23,9783,7,Electronics,Wallet,Tablet,5,Yes
CUST1614,Elizabeth Sharp,Female,31,South Michelle,2022-10-26,2025-04-20,31073,9,Books,Net Banking,Desktop,4,No
CUST1615,Matthew Schwartz,Female,19,Wattsmouth,2023-02-10,2025-05-02,13671,10,Electronics,Net Banking,Desktop,5,No
CUST1616,Bryan Parker,Male,26,South Richard,2023-04-11,2025-05-10,31433,13,Electronics,Wallet,Mobile,3,No
CUST1617,Jonathan Jacobson,Male,54,New Jillfurt,2023-07-14,2025-04-22,6274,10,Clothing,Cash on Delivery,Mobile,2,No
CUST1618,Emily Wilson,Female,37,Phillipshire,2024-03-26,2025-04-25,7019,5,Electronics,Net Banking,Desktop,1,Yes
CUST1619,Elizabeth Mendez,Female,43,New Danielmouth,2024-02-07,2025-05-10,11483,6,Beauty,Credit Card,Mobile,3,No
CUST1620,Casey Hernandez,Male,46,East Aprilfurt,2023-06-13,2025-05-04,31432,8,Home,Debit Card,Desktop,4,No
CUST1621,Lisa Perry,Male,18,New Paulton,2024-11-14,2025-05-10,31298,5,Clothing,Net Banking,Mobile,4,Yes
CUST1622,Kaitlin Medina,Male,52,West Scott,2022-08-08,2025-05-05,18633,7,Home,Net Banking,Tablet,3,No
CUST1623,Colleen Wright,Female,23,Kimport,2024-06-13,2025-04-16,15439,11,Home,Cash on Delivery,Mobile,3,No
CUST1624,Shelley Miller,Female,54,Jacksonport,2024-08-19,2025-04-14,1281,8,Books,Credit Card,Tablet,3,Yes
CUST1625,Michael Miller,Male,22,Lake Zacharyberg,2023-12-17,2025-05-06,49550,10,Books,Debit Card,Mobile,3,Yes
CUST1626,Amy Kelley,Male,50,Gallegosmouth,2025-05-04,2025-04-28,28124,10,Clothing,Net Banking,Mobile,2,Yes
CUST1627,Laura Hernandez,Female,31,Lake Vincentburgh,2022-11-05,2025-04-22,7323,7,Books,Debit Card,Desktop,2,No
CUST1628,Joseph Wilson,Male,29,South Robert,2023-09-17,2025-04-14,18989,15,Books,Wallet,Mobile,2,No
CUST1629,Kevin Davis,Male,59,Johnsonmouth,2024-09-07,2025-04-16,40461,12,Books,Net Banking,Mobile,1,No
CUST1630,Rhonda Chavez,Female,37,South Christopher,2024-03-02,2025-05-07,29618,9,Home,Net Banking,Tablet,2,No
CUST1631,Joyce Brown,Female,41,Heatherburgh,2024-05-20,2025-04-27,35381,11,Clothing,Wallet,Mobile,1,No
CUST1632,Robert Cummings,Female,60,North Dannymouth,2025-04-08,2025-05-13,16780,13,Home,Cash on Delivery,Desktop,4,No
CUST1633,Robert Reese,Female,51,Christopherfurt,2023-05-31,2025-04-26,22763,8,Beauty,Net Banking,Tablet,3,Yes
