EmployeeID,Name,Age,Gender,Department,JobRole,Education,YearsAtCompany,MonthlyIncome,PerformanceRating,Attrition,OverTime,WorkLifeBalance,TrainingTimesLastYear,JobSatisfaction
E5874,Ryan Willis,25,Female,Sales,Specialist,Bachelors,1,128536,4,No,Yes,4,9,3
E5875,Jennifer Jackson,42,Male,HR,Specialist,PhD,9,111086,4,No,No,2,3,1
E5876,Teresa Obrien,35,Male,HR,Analyst,Bachelors,11,67466,4,No,No,1,4,1
E5877,Angel Hayes,52,Female,Sales,Manager,Bachelors,6,38925,3,Yes,No,3,7,4
E5878,Jason Davis,35,Male,HR,Engineer,Masters,15,91604,5,Yes,No,3,0,4
E5879,Melissa Mathews,27,Female,Finance,Manager,Diploma,16,35895,3,No,Yes,2,6,4
E5880,Joseph Russell,33,Female,Operations,Analyst,Masters,13,73762,5,No,No,1,4,4
E5881,Sandra Mccoy,37,Female,Engineering,Specialist,Bachelors,17,127160,3,No,No,4,1,4
E5882,Gail Vasquez,38,Female,Engineering,Manager,Diploma,0,43149,3,No,No,4,1,3
E5883,Jeffrey Gibbs,44,Female,Operations,Executive,Bachelors,1,129989,4,No,No,3,7,2
E5884,Michael Wilson,35,Female,Sales,Manager,Bachelors,13,84172,3,No,No,4,9,1
E5885,Richard Smith,28,Female,Engineering,Specialist,Bachelors,5,134329,3,No,No,4,3,2
E5886,Corey Mooney,53,Female,Engineering,Analyst,Diploma,14,40331,3,No,No,2,1,3
E5887,Christina Myers,36,Male,Sales,Manager,Masters,3,149107,1,Yes,No,2,9,1
E5888,Anita Pitts,38,Male,Marketing,Analyst,Diploma,8,29571,4,No,No,4,9,4
E5889,Christian Bryant,55,Male,Sales,Engineer,Bachelors,14,81559,3,No,No,3,7,3
E5890,Patrick Garcia,26,Female,Sales,Executive,Masters,4,107491,5,No,No,4,5,3
E5891,Daniel Merritt,48,Female,Sales,Specialist,Bachelors,5,87906,3,No,No,3,8,4
E5892,Robert Hicks,44,Male,Operations,Specialist,Masters,10,56466,4,No,No,3,4,4
E5893,Kenneth Washington,35,Male,Engineering,Analyst,PhD,12,54942,5,No,Yes,4,0,2
E5894,Jessica Hoffman,36,Male,Engineering,Executive,Bachelors,11,81773,1,No,No,3,2,1
E5895,Lisa Riggs,54,Female,Engineering,Specialist,Bachelors,6,41378,2,No,No,1,4,3
E5896,Donna Mccarty,52,Female,HR,Manager,Masters,19,142913,3,No,No,3,9,4
E5897,Eric Spencer,56,Female,Engineering,Specialist,Bachelors,11,54263,4,No,No,3,4,3
E5898,Victoria Deleon,38,Male,Engineering,Manager,Bachelors,9,51149,4,No,No,2,6,1
E5899,David Roy,49,Female,Sales,Specialist,Bachelors,2,37936,3,No,No,3,4,4
E5900,Nancy Rice,40,Male,Engineering,Manager,PhD,1,29561,3,No,Yes,3,8,4
E5901,Daniel Brewer,44,Female,Sales,Engineer,Bachelors,19,57992,4,No,No,3,7,1
E5902,Becky Garcia,53,Male,Sales,Analyst,PhD,0,88186,3,No,No,3,4,4
E5903,Michael Smith,34,Female,Marketing,Engineer,Masters,5,68976,1,No,Yes,3,5,1
E5904,Katie Kaiser,41,Male,Engineering,Manager,Bachelors,12,50133,4,Yes,No,3,6,4
E5905,Amy Roberts,56,Male,Engineering,Analyst,Bachelors,9,40019,5,No,No,3,6,1
E5906,Taylor Espinoza,26,Other,Engineering,Executive,Diploma,12,128977,1,No,No,3,8,3
E5907,David Aguirre,30,Male,Finance,Manager,Masters,4,110448,3,No,No,4,2,1
E5908,Kyle Armstrong,50,Male,Engineering,Specialist,Bachelors,7,80787,4,Yes,No,3,4,2
E5909,Jennifer Weber,27,Female,Marketing,Specialist,Bachelors,10,82796,3,No,Yes,1,6,3
E5910,Sheila Douglas,46,Female,Engineering,Executive,Bachelors,18,39834,5,No,No,3,5,3
E5911,Maria Malone,52,Male,Operations,Engineer,Masters,18,125201,5,No,No,1,3,4
E5912,Megan Juarez,43,Female,Operations,Manager,Masters,3,60617,3,No,No,3,3,4
E5913,Ann Boyd,23,Female,Engineering,Specialist,Masters,9,58509,4,No,No,4,4,2
E5914,Richard Riley,26,Male,Marketing,Analyst,PhD,8,35133,4,No,No,4,2,3
E5915,Laura Thomas,48,Male,Engineering,Executive,Bachelors,6,99436,2,No,No,3,4,4
E5916,Elizabeth Barton,46,Male,Engineering,Engineer,Bachelors,17,103016,2,No,No,3,1,2
E5917,Laura Sparks,29,Female,Sales,Engineer,Masters,8,66113,3,Yes,No,3,7,1
E5918,Tiffany Zamora,22,Male,Engineering,Analyst,Masters,5,131961,3,No,No,3,0,1
E5919,Ryan Roman,41,Male,Operations,Analyst,Diploma,5,132062,3,No,No,4,1,2
E5920,Richard Parsons,44,Female,Marketing,Executive,Masters,12,61825,3,No,No,3,7,1
E5921,Justin Yu,53,Female,Marketing,Analyst,Bachelors,16,60582,3,No,No,3,4,1
E5922,Marcus Johnson,32,Male,Sales,Specialist,Bachelors,14,40374,3,No,Yes,1,1,3
E5923,Brittney Bowman,45,Female,Finance,Engineer,Bachelors,8,128873,4,No,No,2,6,3
E5924,Jason Snow,32,Male,HR,Analyst,Masters,5,73820,3,No,No,4,1,1
E5925,Carrie Lewis,50,Male,Finance,Manager,Masters,16,145910,4,Yes,No,3,2,1
E5926,Wendy Perez,47,Female,Engineering,Analyst,Masters,4,131506,3,No,No,3,2,2
E5927,Erika Bates,37,Female,Finance,Engineer,Bachelors,2,136161,3,No,No,4,7,3
E5928,Marie Roach,56,Male,Engineering,Specialist,PhD,15,107924,3,Yes,No,4,1,2
E5929,Mary Hoffman,41,Female,Engineering,Analyst,Bachelors,1,70011,4,No,No,1,6,3
E5930,Robert Mitchell,24,Female,HR,Specialist,Bachelors,19,51862,4,Yes,Yes,3,8,2
E5931,Gregory Russell,22,Male,Sales,Manager,Bachelors,2,128209,4,No,No,3,9,4
E5932,Vicki Barrera,22,Female,Operations,Engineer,Masters,8,29944,3,No,No,3,4,2
E5933,Jessica Johnson,38,Male,Sales,Executive,Masters,18,137836,3,No,No,2,0,4
E5934,Rachel Sullivan,23,Other,Sales,Engineer,Bachelors,13,64072,3,No,No,3,4,1
E5935,Kimberly Thomas,50,Female,Marketing,Executive,Masters,13,123802,5,No,No,3,2,3
E5936,Anna Pierce,41,Male,Operations,Executive,Bachelors,16,64083,3,No,Yes,2,6,3
E5937,Haley Mccoy,27,Male,Marketing,Engineer,Bachelors,7,64768,5,No,Yes,3,9,4
E5938,Claire Hoffman,29,Male,Sales,Executive,Masters,16,54830,3,No,No,2,0,3
E5939,Annette Rivas,50,Male,HR,Specialist,Bachelors,16,146057,4,Yes,No,3,6,4
E5940,Pamela Aguirre,54,Male,Operations,Manager,Bachelors,6,84252,4,No,Yes,3,7,4
E5941,George Bradshaw,24,Male,Marketing,Analyst,Bachelors,8,134518,4,No,No,4,2,2
E5942,Ryan Waters,56,Female,Engineering,Executive,Bachelors,3,129243,4,Yes,Yes,4,8,2
E5943,Chase Matthews,26,Male,HR,Executive,PhD,9,147124,3,No,Yes,4,7,2
E5944,Sarah Nelson,48,Female,Sales,Engineer,PhD,3,37319,4,No,No,3,8,2
E5945,Sarah Wall,33,Female,Sales,Specialist,PhD,4,62158,5,No,No,2,0,4
E5946,Paul Smith,41,Male,Engineering,Analyst,Bachelors,1,137205,3,No,Yes,3,7,3
E5947,Kayla Burke,41,Female,Sales,Executive,Diploma,14,130790,5,No,Yes,4,8,4
E5948,Jean Murillo,30,Male,Operations,Specialist,Masters,8,104379,1,No,Yes,3,2,3
E5949,William Hughes,25,Male,Sales,Analyst,PhD,8,108471,1,No,No,1,5,1
E5950,Brad Lee,40,Female,Marketing,Engineer,Diploma,0,136773,3,No,Yes,2,3,3
E5951,Samantha Morrow,59,Male,Sales,Executive,Masters,11,136720,4,No,No,3,3,1
E5952,Tony Brooks,48,Female,Engineering,Engineer,Bachelors,12,69946,3,No,Yes,3,5,1
E5953,Matthew Miller,34,Female,Sales,Engineer,Masters,19,124029,4,Yes,No,2,4,2
E5954,Angel Rojas,34,Other,Marketing,Executive,Bachelors,12,139020,3,No,No,3,7,3
E5955,Jason Thompson,43,Female,Engineering,Specialist,Bachelors,13,29681,3,No,Yes,4,6,4
E5956,Christina Aguilar,49,Female,Sales,Specialist,Bachelors,9,31727,3,No,No,1,7,2
E5957,Jason Thomas,43,Male,Marketing,Engineer,Masters,16,119940,2,No,Yes,4,9,1
E5958,Connie Ramirez,40,Male,Engineering,Engineer,Bachelors,16,29429,3,No,No,3,2,3
E5959,Jon Ramos,29,Female,Operations,Manager,PhD,13,137330,3,No,No,3,4,4
E5960,Christopher Klein,29,Male,Operations,Analyst,Bachelors,16,113800,3,No,No,4,4,1
E5961,Charles Powell,47,Male,Operations,Engineer,Masters,18,62225,5,No,Yes,3,1,4
E5962,Megan Carlson,47,Male,Sales,Engineer,Bachelors,2,83273,4,No,Yes,1,4,1
E5963,Justin Davis,44,Female,Sales,Analyst,PhD,3,91470,3,No,No,4,5,3
E5964,Molly Mckenzie,34,Male,Operations,Executive,Masters,10,99800,3,No,No,2,6,3
E5965,Tammy Hendrix,49,Female,Engineering,Specialist,Bachelors,15,106508,3,Yes,No,4,4,2
E5966,Tara Jones,30,Male,HR,Executive,Masters,12,57119,3,No,No,1,8,2
E5967,Alison Zuniga,41,Male,Marketing,Analyst,Bachelors,17,127889,5,No,Yes,2,4,4
E5968,Deborah Waller,40,Male,HR,Analyst,Masters,10,61580,4,No,No,4,1,3
E5969,Jesse Davis,33,Male,Marketing,Manager,Bachelors,10,135724,2,No,Yes,4,7,2
E5970,Timothy Howard,36,Female,Marketing,Manager,Bachelors,8,58640,2,No,No,2,6,1
E5971,Christina Moon,52,Male,Marketing,Specialist,Masters,1,115410,5,No,Yes,3,7,2
E5972,John Ho,35,Male,HR,Engineer,Bachelors,2,76758,3,No,Yes,1,7,1
E5973,Daniel Ferrell,32,Female,Engineering,Analyst,Masters,13,79970,3,No,No,2,4,4
E5974,Megan Miller,47,Female,Engineering,Manager,Masters,15,93804,2,No,Yes,2,1,2
E5975,James Robinson,48,Male,Engineering,Executive,Masters,7,102566,4,No,No,1,4,1
E5976,Roger Petty,32,Male,Sales,Manager,PhD,15,28984,2,No,No,3,2,4
E5977,John Payne,59,Other,Engineering,Executive,Masters,3,146874,3,No,No,3,8,2
E5978,Jamie Lee,55,Female,Engineering,Manager,Bachelors,8,145749,2,Yes,No,3,4,4
E5979,Steven Gardner,40,Male,Engineering,Executive,PhD,3,48924,3,No,No,3,6,1
E5980,Kevin Barber,27,Male,Marketing,Manager,PhD,12,88287,3,No,Yes,3,3,3
E5981,Kenneth Williams,59,Male,Engineering,Manager,Masters,1,128577,1,No,No,2,9,2
E5982,Elizabeth Williams,49,Male,HR,Specialist,Diploma,17,49769,3,Yes,No,1,5,1
E5983,Jessica Mitchell,22,Female,Engineering,Engineer,Diploma,4,105269,2,No,No,3,3,4
E5984,Jesse Fleming,56,Female,Marketing,Analyst,Bachelors,16,76803,1,No,No,3,5,4
E5985,Jennifer Ferguson,29,Male,Finance,Engineer,Bachelors,9,109355,5,No,No,2,3,3
E5986,Susan Figueroa,28,Female,Engineering,Specialist,Bachelors,3,138282,3,Yes,No,3,1,4
E5987,Mr. Thomas Jones PhD,32,Male,Sales,Executive,Diploma,5,133878,4,Yes,Yes,3,8,3
E5988,Sherry Shannon,25,Male,Finance,Engineer,Bachelors,9,79677,3,No,Yes,2,7,4
E5989,Samantha Garcia,46,Male,Operations,Analyst,Masters,16,74519,1,No,No,3,3,1
E5990,Joseph Beltran,33,Male,Operations,Analyst,PhD,4,57233,4,No,No,4,5,3
E5991,Joshua Navarro,47,Female,Engineering,Executive,Diploma,6,43993,1,No,No,4,5,3
E5992,Nicholas Obrien II,59,Male,Marketing,Analyst,Masters,4,32615,3,No,No,3,2,1
E5993,Ronald Baxter,33,Male,Operations,Specialist,Bachelors,7,114042,2,No,Yes,1,4,2
E5994,Sherri Charles,58,Female,Operations,Engineer,Bachelors,0,54409,4,No,No,3,3,2
E5995,Michael Flores,45,Female,Engineering,Analyst,Diploma,1,98481,4,No,No,1,6,3
E5996,Darryl Christensen,37,Female,Engineering,Engineer,Diploma,15,105380,5,Yes,Yes,4,4,1
E5997,Allison Floyd,34,Female,Engineering,Manager,PhD,7,52319,3,No,No,2,5,2
E5998,Michelle Patterson,46,Male,Sales,Engineer,Diploma,14,43273,3,No,No,4,1,2
E5999,Wendy Chavez,25,Female,Engineering,Executive,Bachelors,10,50103,1,No,Yes,4,4,4
E6000,Jennifer Hurley,32,Female,Marketing,Specialist,Masters,15,139468,4,No,No,3,8,2
E6001,Jared Chan,53,Female,Marketing,Analyst,Bachelors,6,76299,5,No,No,1,7,1
E6002,Ricky Diaz,28,Female,Operations,Specialist,Masters,16,122776,3,No,No,3,2,1
E6003,Joshua Miller,32,Male,Sales,Engineer,Bachelors,2,145246,4,No,No,3,3,1
E6004,Catherine Soto,49,Female,Engineering,Analyst,Bachelors,14,49853,4,No,No,4,9,4
E6005,Christopher Gay,44,Male,Sales,Specialist,PhD,3,141089,4,No,No,3,3,3
E6006,Mary Smith,44,Male,HR,Executive,Masters,2,136019,4,No,No,3,6,1
E6007,William Giles,49,Male,Operations,Manager,Diploma,10,107248,3,No,No,3,6,4
E6008,Jennifer Hernandez,47,Female,Engineering,Manager,Masters,1,91559,4,No,No,1,7,3
E6009,Matthew Giles,46,Male,Marketing,Executive,Bachelors,6,66723,2,No,Yes,3,0,1
E6010,Kenneth Murphy,50,Female,Sales,Manager,Masters,14,74184,4,No,Yes,3,2,3
E6011,Jesus Wheeler,40,Male,Engineering,Executive,Diploma,13,72223,1,Yes,No,3,8,1
E6012,Kevin Barton,54,Female,Engineering,Engineer,Masters,6,126472,5,No,No,2,3,2
E6013,Jeffrey Lynch,57,Male,Sales,Executive,PhD,16,90921,4,No,No,3,5,4
E6014,Joshua Smith,35,Female,Finance,Manager,Bachelors,9,64524,4,Yes,No,3,4,1
E6015,Steven Johnson,35,Female,Sales,Engineer,Bachelors,17,110308,2,Yes,Yes,3,2,2
E6016,Andrew Jacobs,56,Male,Engineering,Executive,Diploma,13,56456,4,No,No,2,8,1
E6017,Mary Daniels,51,Male,Operations,Executive,Bachelors,5,113384,4,No,Yes,3,1,2
E6018,Linda Holt,49,Female,Marketing,Engineer,Masters,18,118934,4,No,No,3,4,4
E6019,Dorothy Anderson,38,Female,Operations,Analyst,Bachelors,9,78333,5,No,No,1,0,1
E6020,Gail Moss,24,Female,Marketing,Manager,Masters,16,93125,2,No,Yes,3,9,1
E6021,Lori Holland,37,Male,Operations,Analyst,Bachelors,18,148967,4,No,No,2,1,4
E6022,Jesse Gardner,51,Female,Engineering,Engineer,Masters,19,84168,3,No,No,4,4,3
E6023,Robert Durham,50,Male,Engineering,Engineer,Diploma,16,53468,2,No,No,2,8,3
E6024,Jessica Kelly,36,Female,Engineering,Specialist,Bachelors,13,98807,4,No,No,3,9,4
E6025,Steven Morales,46,Female,Marketing,Specialist,Bachelors,6,25393,4,No,Yes,3,8,3
E6026,Craig Hammond,59,Male,Sales,Engineer,Bachelors,18,58434,3,No,No,3,1,2
E6027,Allison Gilbert,59,Female,Sales,Specialist,Bachelors,6,118860,4,No,No,4,6,4
E6028,Richard Stuart,44,Female,Operations,Executive,Bachelors,11,71977,2,No,No,4,8,2
E6029,Mark Mcpherson,46,Female,Sales,Analyst,Masters,5,136965,3,Yes,No,2,9,1
E6030,Joseph Cruz Jr.,28,Male,Operations,Engineer,Bachelors,7,77077,4,No,No,4,7,3
E6031,Suzanne Wagner,43,Male,Marketing,Executive,Bachelors,8,98514,2,No,No,2,5,3
E6032,Brittany Flowers,38,Female,Finance,Manager,Masters,17,43642,3,No,No,3,6,3
E6033,Kenneth Snyder,39,Male,Engineering,Manager,Diploma,9,147226,3,No,No,3,4,2
E6034,Rachel Patel,31,Male,Marketing,Specialist,Bachelors,15,130570,3,No,Yes,4,4,4
E6035,April Schneider,31,Other,HR,Specialist,Masters,16,76466,3,No,No,3,6,1
E6036,Rebecca Wood,28,Male,Marketing,Executive,Masters,0,148955,3,No,No,4,1,1
E6037,Sonya Alvarado,59,Other,Marketing,Manager,Bachelors,6,72741,3,No,No,4,9,1
E6038,Nicole Price,48,Male,HR,Engineer,Masters,8,81441,4,Yes,No,3,2,1
E6039,Evelyn Bryant,54,Male,Sales,Analyst,Masters,11,57799,3,No,No,3,7,1
E6040,Michael Jackson,22,Female,HR,Specialist,Masters,0,107940,2,No,No,3,0,1
E6041,Casey Francis,55,Female,HR,Executive,Bachelors,9,149239,2,No,No,2,9,4
E6042,Debra White,25,Female,Sales,Specialist,PhD,9,104824,2,No,No,3,9,4
E6043,Julia Long,38,Female,Marketing,Executive,Bachelors,9,137412,1,No,No,1,1,3
E6044,Ronald Carr,25,Female,Finance,Manager,Bachelors,6,95099,3,No,No,2,4,2
E6045,David Lynn,47,Male,Operations,Specialist,Masters,14,58059,3,No,No,3,8,3
E6046,Nancy Bradford,25,Male,HR,Executive,Bachelors,9,130902,3,No,No,4,0,3
E6047,Sandra Walker,22,Male,Engineering,Executive,Bachelors,15,66559,2,No,No,3,1,2
E6048,Kimberly Valenzuela,28,Female,Engineering,Specialist,Masters,15,90706,2,No,No,2,9,4
E6049,Ashley Sullivan,51,Male,Operations,Analyst,Masters,19,31511,3,No,No,3,5,4
E6050,Michael Moon,30,Male,Engineering,Engineer,Bachelors,0,78044,4,No,No,4,2,1
E6051,Philip Bowen,56,Male,Finance,Manager,Masters,10,104939,3,No,Yes,3,8,1
E6052,Cassandra Landry,29,Male,Operations,Specialist,PhD,18,114220,3,No,No,2,2,2
E6053,Wayne Jackson,45,Male,Finance,Specialist,Diploma,17,116218,3,No,Yes,3,3,2
E6054,Connie Neal,40,Female,Sales,Analyst,Bachelors,2,119383,3,No,Yes,3,8,3
E6055,Lawrence Parks,57,Male,Engineering,Manager,Masters,14,27930,5,No,No,2,6,3
E6056,Scott Ayers,48,Female,Marketing,Specialist,Bachelors,5,87359,3,Yes,No,3,4,2
E6057,Michael Wood,53,Female,Sales,Analyst,PhD,9,93475,2,Yes,Yes,2,7,2
E6058,Matthew Stone,35,Male,Engineering,Engineer,PhD,2,67877,3,No,No,3,5,2
E6059,Tiffany Hansen,39,Female,Engineering,Executive,Bachelors,9,41495,3,No,No,3,5,1
E6060,Frank Freeman,49,Male,Operations,Engineer,Masters,15,137384,3,No,No,3,3,1
E6061,Samantha Walker,50,Female,HR,Engineer,PhD,3,74506,3,No,No,4,4,2
E6062,Mark Wilson,37,Other,HR,Engineer,Masters,0,145577,4,No,No,3,5,4
E6063,Kayla Ray,56,Female,Engineering,Engineer,Masters,17,49457,1,No,Yes,2,3,1
E6064,Ashley Olson,52,Female,Finance,Executive,PhD,3,148070,3,No,No,4,0,1
E6065,Mr. Joseph Bush,25,Male,Marketing,Manager,PhD,4,126946,4,No,Yes,3,5,4
E6066,Debra Johnson,58,Male,Engineering,Manager,Masters,3,76461,3,Yes,No,2,2,2
E6067,Christine Parker,38,Female,Marketing,Analyst,Diploma,18,56335,2,No,No,3,2,4
E6068,Jesse Murphy,47,Male,Marketing,Analyst,Masters,19,139405,4,No,No,3,6,2
E6069,Brian Daniel,25,Male,Operations,Specialist,Bachelors,18,51323,5,No,No,3,7,1
E6070,Stephen Roth,51,Male,Engineering,Engineer,Masters,2,100090,4,No,No,3,6,4
E6071,Ryan Warren,51,Female,Operations,Engineer,Bachelors,19,121943,3,Yes,No,2,9,4
E6072,Jeffery York,43,Male,HR,Executive,Bachelors,12,106315,3,No,No,4,0,2
E6073,Tyler Baker,32,Female,Marketing,Engineer,PhD,19,48599,3,No,No,3,7,3
E6074,Melissa Schneider,23,Male,Engineering,Executive,Diploma,17,62788,4,No,No,3,1,2
E6075,Trevor Sparks,33,Male,Marketing,Specialist,PhD,5,121375,4,No,No,3,6,1
E6076,Hector Bryant,51,Female,Engineering,Analyst,Bachelors,19,70992,3,Yes,No,3,2,3
E6077,Theresa Martinez,57,Male,Marketing,Analyst,Bachelors,5,45311,4,Yes,No,3,5,2
E6078,Kaitlyn Brown,39,Female,Operations,Specialist,Diploma,5,133927,4,No,No,3,3,2
E6079,Bonnie Woods,47,Male,Marketing,Specialist,Diploma,16,29424,3,Yes,No,3,5,3
E6080,Carlos Kirk,28,Male,Marketing,Engineer,Diploma,16,118727,2,No,No,2,5,1
E6081,Selena Bailey,22,Male,Sales,Analyst,Bachelors,4,60687,3,No,No,3,2,1
E6082,Chad Rivera,47,Female,HR,Manager,PhD,16,103588,3,No,No,3,0,1
E6083,Rhonda Patterson,44,Female,Operations,Specialist,PhD,8,132268,4,No,No,4,9,3
E6084,Frederick Mejia,47,Female,Engineering,Analyst,Bachelors,19,88572,3,No,No,3,2,4
E6085,Rebecca Cole,27,Male,Engineering,Analyst,Bachelors,1,125368,3,No,No,1,3,2
E6086,Edwin Jackson,27,Female,Finance,Executive,PhD,18,112575,4,No,Yes,2,4,3
E6087,George Rogers DDS,29,Female,Sales,Analyst,Bachelors,8,119591,3,No,No,3,2,3
E6088,Kimberly Morgan,45,Female,Finance,Specialist,Bachelors,7,65794,2,No,No,2,1,1
E6089,Tracey Hogan,43,Female,Engineering,Engineer,Bachelors,18,47127,4,No,Yes,3,6,2
E6090,Micheal Austin,40,Female,HR,Analyst,Bachelors,12,31225,4,Yes,No,4,7,3
E6091,Carl Rubio,58,Male,Sales,Manager,Bachelors,3,47021,3,No,No,3,7,2
E6092,Tracy Burnett,39,Female,Engineering,Specialist,Bachelors,5,44227,5,No,No,2,4,3
E6093,Gary Taylor,52,Male,Engineering,Engineer,Bachelors,3,31249,3,No,No,3,9,1
E6094,Sonya Williams,58,Female,HR,Engineer,PhD,10,59451,5,No,No,1,4,4
E6095,Jacqueline Hall,51,Male,Engineering,Specialist,Bachelors,9,89376,3,No,No,1,7,3
E6096,Crystal Mullen,54,Male,Operations,Engineer,Bachelors,15,147575,3,Yes,No,3,7,4
E6097,Shawn Ware,31,Male,Engineering,Manager,Bachelors,17,74298,3,Yes,No,3,6,4
E6098,Rebecca Oneill,58,Male,Operations,Analyst,Masters,18,126383,5,No,No,4,2,1
E6099,Aaron Morgan,33,Male,Operations,Specialist,Bachelors,11,137913,3,No,No,3,3,4
E6100,Damon Schultz,51,Female,Sales,Analyst,Bachelors,13,61644,3,No,No,2,7,4
E6101,Catherine Garcia,48,Female,Sales,Analyst,Bachelors,17,51300,4,Yes,No,2,1,2
E6102,Samuel Warren,30,Female,Engineering,Engineer,Diploma,19,36948,1,No,Yes,3,2,2
E6103,Kevin Carney,42,Female,Engineering,Specialist,Masters,0,93094,4,Yes,No,3,5,4
E6104,Jonathan Jefferson DVM,33,Male,Engineering,Analyst,Bachelors,12,139670,2,No,No,3,1,3
E6105,Jerry Walsh,50,Female,Finance,Executive,PhD,2,66694,3,No,No,4,2,2
E6106,Travis Day,54,Male,Engineering,Manager,Bachelors,13,111053,4,No,No,1,8,4
E6107,Aaron Diaz,36,Female,Sales,Engineer,Bachelors,17,40873,3,No,No,4,2,3
E6108,Nancy Jackson,23,Male,Operations,Specialist,Masters,18,112990,4,Yes,No,4,6,4
E6109,Daniel Benjamin,39,Male,HR,Specialist,Masters,0,147079,3,No,Yes,2,9,1
E6110,Renee Thompson,24,Male,Operations,Engineer,Masters,14,33078,3,No,No,1,5,4
E6111,Rose Mclaughlin,28,Male,Sales,Analyst,Bachelors,15,132066,3,No,No,3,1,3
E6112,Arthur Gonzalez,39,Male,HR,Engineer,Masters,9,110578,2,No,No,3,1,4
E6113,Ryan Smith,59,Male,HR,Specialist,Bachelors,19,32529,3,No,Yes,3,1,1
E6114,Brandon Bennett,58,Female,Operations,Executive,Bachelors,3,36484,3,No,No,2,9,3
E6115,Brandon Sanchez,54,Female,Sales,Analyst,Masters,10,133243,3,No,No,3,1,4
E6116,Christopher Robbins,52,Male,Engineering,Engineer,Diploma,15,51705,5,No,Yes,3,7,1
E6117,Alexander Martin,32,Male,Operations,Specialist,Bachelors,4,108339,3,No,Yes,2,7,3
E6118,Joseph Miller,25,Female,Engineering,Specialist,Masters,18,73312,4,No,No,3,9,4
E6119,Richard Yoder,39,Male,Finance,Specialist,Masters,10,83224,5,No,No,3,3,2
E6120,Frank Francis,25,Female,Operations,Executive,PhD,17,42232,4,Yes,No,1,2,4
E6121,Mark Webb,55,Male,Operations,Analyst,Bachelors,14,122859,1,No,No,3,7,1
E6122,Scott Mcmahon,50,Female,Engineering,Engineer,Masters,1,64698,4,No,No,3,8,2
E6123,Luke Dixon,45,Female,Engineering,Analyst,Masters,12,38560,3,No,No,3,2,1
E6124,Mckenzie Chavez,43,Female,Operations,Specialist,Bachelors,11,115876,3,No,No,3,5,4
E6125,Kristen Blair,23,Female,Operations,Executive,Bachelors,13,118782,5,No,No,3,3,4
E6126,Joshua White,27,Male,Engineering,Executive,Bachelors,0,47810,3,Yes,No,2,2,3
E6127,Bryan Harrison,46,Male,Marketing,Specialist,PhD,11,35225,4,No,Yes,3,9,3
E6128,Michael Gonzalez,42,Female,Finance,Analyst,Masters,12,40987,3,No,Yes,1,8,4
E6129,Monica Frost,37,Female,Finance,Analyst,Bachelors,2,130908,3,No,No,2,8,1
E6130,Tracy Frye,52,Male,Sales,Executive,Bachelors,2,30801,3,No,No,1,9,2
E6131,Erika Thompson,35,Female,HR,Manager,Masters,0,45731,5,No,Yes,2,8,1
E6132,Latasha Mendez,49,Male,Engineering,Executive,Masters,10,54677,3,No,No,1,4,4
E6133,Sierra Moses,53,Male,Engineering,Executive,Bachelors,3,100123,3,No,No,1,6,1
E6134,Rebecca Sandoval,49,Female,HR,Engineer,Bachelors,10,112340,1,No,Yes,3,9,3
E6135,Margaret Young,30,Male,Engineering,Executive,PhD,1,52981,3,No,No,2,4,1
E6136,Cynthia Jackson,43,Female,Finance,Manager,Bachelors,18,132843,3,No,No,3,1,2
E6137,Michaela Sanchez,53,Male,Operations,Executive,Bachelors,11,33899,2,No,No,3,1,1
E6138,Stephanie Harris,26,Male,Operations,Analyst,Masters,12,54591,3,No,Yes,3,5,3
E6139,Elizabeth Butler,44,Female,Finance,Engineer,Masters,16,34046,2,No,No,4,7,1
E6140,Matthew Mclaughlin PhD,26,Female,Operations,Engineer,Masters,18,141771,3,No,No,3,7,4
E6141,Robert Roberts,53,Male,Finance,Executive,Bachelors,3,65394,3,No,No,3,7,1
E6142,Laura Green,31,Male,Engineering,Engineer,Diploma,5,57736,5,No,Yes,3,0,4
E6143,Robert Hampton,36,Male,Operations,Engineer,Bachelors,2,116365,3,No,No,2,1,1
E6144,Molly White,28,Male,Finance,Executive,Bachelors,10,51244,2,No,No,3,9,1
E6145,Roger Valencia,50,Female,Engineering,Manager,Masters,11,143042,4,No,Yes,1,4,2
E6146,Cody Thompson,24,Female,HR,Executive,Bachelors,11,83906,3,No,No,2,9,1
E6147,Anthony Wright,40,Male,HR,Analyst,Masters,17,34822,4,No,No,3,5,4
E6148,Julie Rose,31,Male,Engineering,Specialist,Bachelors,13,48883,3,No,Yes,1,8,3
E6149,Mr. John Woodard MD,49,Female,Operations,Manager,Bachelors,10,36438,3,No,No,1,0,3
E6150,Kristin Herman,50,Female,Engineering,Executive,Bachelors,16,32103,3,No,Yes,3,1,1
E6151,Chase Burnett,36,Female,Operations,Manager,Masters,15,126253,3,No,No,2,5,3
E6152,Annette Mcguire,56,Female,Operations,Specialist,Diploma,2,48627,3,No,Yes,3,9,1
E6153,Richard Roy,27,Male,HR,Engineer,Bachelors,3,61279,3,No,No,3,9,1
E6154,Carrie Ware,33,Female,Engineering,Engineer,Diploma,7,75303,4,No,Yes,1,8,2
E6155,Julian Obrien,59,Other,Engineering,Specialist,Diploma,10,86951,3,No,Yes,3,5,3
